Release Height (m),Radionuclide,Distance (m),Stability Category,Dose
20,Ru-106,200,6,4.285463234584966e-09
20,Na-22,200,1,2.4414449339167143e-08
20,Na-22,200,2,3.10502453973806e-08
20,Na-22,200,3,3.651678650830382e-08
20,Na-22,200,4,4.065054420847207e-08
20,Na-22,200,5,4.302158203260221e-08
20,Na-22,200,6,4.36469078470923e-08
20,Eu-152,200,1,1.1668943819080566e-08
20,Eu-152,200,2,1.4833223339577485e-08
20,Eu-152,200,3,1.742399977217522e-08
20,Eu-152,200,4,1.941858514919588e-08
20,Eu-152,200,5,2.0567436130500624e-08
20,Eu-152,200,6,2.0903833926785946e-08
20,Eu-154,200,1,1.2760238853043114e-08
20,Eu-154,200,2,1.6233967051498258e-08
20,Eu-154,200,3,1.9086986126655562e-08
20,Eu-154,200,4,2.1238565155154125e-08
20,Eu-154,200,5,2.24789084143054e-08
20,Eu-154,200,6,2.2830629014164537e-08
20,Eu-155,200,1,9.48382274146341e-10
20,Eu-155,200,2,1.2148641441360734e-09
20,Eu-155,200,3,1.4372768585604052e-09
20,Eu-155,200,4,1.614080829221335e-09
20,Eu-155,200,5,1.7174824621363275e-09
20,Eu-155,200,6,1.75650070133086e-09
20,Cs-137,300,1,4.491429192307438e-09
20,Cs-137,300,2,6.620754522584544e-09
20,Cs-137,300,3,8.458854778095306e-09
20,Cs-137,300,4,1.0318715261406446e-08
20,Cs-137,300,5,1.142824482136065e-08
20,Cs-137,300,6,1.1788327225275856e-08
20,Cs-134,300,1,1.1992563055336742e-08
20,Cs-134,300,2,1.7756519223940976e-08
20,Cs-134,300,3,2.2157211568016214e-08
20,Cs-134,300,4,2.7620344290659934e-08
20,Cs-134,300,5,3.040463496118538e-08
20,Cs-134,300,6,3.1093926613620336e-08
20,Ar-41,300,1,8.061202998282964e-09
20,Ar-41,300,2,1.1674964512668416e-08
20,Ar-41,300,3,1.4744342027023116e-08
20,Ar-41,300,4,1.81157763364732e-08
20,Ar-41,300,5,2.045278484026304e-08
20,Ar-41,300,6,2.1769442363994608e-08
20,Xe-135,300,1,2.241194185637688e-09
20,Xe-135,300,2,3.337557203386025e-09
20,Xe-135,300,3,4.270527524245041e-09
20,Xe-135,300,4,5.227727438649176e-09
20,Xe-135,300,5,5.814237305869914e-09
20,Xe-135,300,6,6.054483416449797e-09
20,Co-60,300,1,1.6943934122712755e-08
20,Co-60,300,2,2.50794971635934e-08
20,Co-60,300,3,3.215148304438444e-08
20,Co-60,300,4,3.907741408956771e-08
20,Co-60,300,5,4.2886303955873854e-08
20,Co-60,300,6,4.368254505093529e-08
20,I-131,300,1,3.361880044005975e-09
20,I-131,300,2,4.984022410027103e-09
20,I-131,300,3,6.3707546646873875e-09
20,I-131,300,4,7.781861506356294e-09
20,I-131,300,5,8.63400042086752e-09
20,I-131,300,6,8.950278503108877e-09
20,I-132,300,1,1.6989429596057716e-08
20,I-132,300,2,2.5209675011925858e-08
20,I-132,300,3,3.2310916416378795e-08
20,I-132,300,4,3.926886836747438e-08
20,I-132,300,5,4.3186240822114896e-08
20,I-132,300,6,4.4129974815122824e-08
20,Kr-87,300,1,5.347762218956691e-09
20,Kr-87,300,2,7.982771521820915e-09
20,Kr-87,300,3,1.0281768687098654e-08
20,Kr-87,300,4,1.2489097607934765e-08
20,Kr-87,300,5,1.3660203129376289e-08
20,Kr-87,300,6,1.3786058845796741e-08
20,Kr-88,300,1,1.0807251487650453e-08
20,Kr-88,300,2,1.5721317957447703e-08
20,Kr-88,300,3,1.9915848561281733e-08
20,Kr-88,300,4,2.4384467243391326e-08
20,Kr-88,300,5,2.73081658926352e-08
20,Kr-88,300,6,2.8728748400019192e-08
20,Kr-85,300,1,1.891097149825354e-11
20,Kr-85,300,2,2.7998184360016382e-11
20,Kr-85,300,3,3.5786954439514346e-11
20,Kr-85,300,4,4.364698998428585e-11
20,Kr-85,300,5,4.8314011514592194e-11
20,Kr-85,300,6,4.990116714785933e-11
20,Sr-85,300,1,4.282190852751916e-09
20,Sr-85,300,2,6.3398939844235606e-09
20,Sr-85,300,3,8.103578820256954e-09
20,Sr-85,300,4,9.883400868528228e-09
20,Sr-85,300,5,1.0940198113860729e-08
20,Sr-85,300,6,1.1299591492054178e-08
20,Ru-103,300,1,4.2184192046888805e-09
20,Ru-103,300,2,6.246710026233005e-09
20,Ru-103,300,3,7.98532290881267e-09
20,Ru-103,300,4,9.739355742408976e-09
20,Ru-103,300,5,1.0780470929409888e-08
20,Ru-103,300,6,1.1134161247790538e-08
20,Ru-106,300,1,1.588503678378023e-09
20,Ru-106,300,2,2.347732822376105e-09
20,Ru-106,300,3,2.999842458995402e-09
20,Ru-106,300,4,3.659386484446546e-09
20,Ru-106,300,5,4.052487064839021e-09
20,Ru-106,300,6,4.185696733108975e-09
20,Na-22,300,1,1.58500300953606e-08
20,Na-22,300,2,2.3218928774362716e-08
20,Na-22,300,3,2.951068606140432e-08
20,Na-22,300,4,3.612726636891115e-08
20,Na-22,300,5,4.037701253752423e-08
20,Na-22,300,6,4.231293989004895e-08
20,Eu-152,300,1,7.826067402664923e-09
20,Eu-152,300,2,1.1593184839949546e-08
20,Eu-152,300,3,1.4847295518630065e-08
20,Eu-152,300,4,1.8100354990883127e-08
20,Eu-152,300,5,1.999162776499209e-08
20,Eu-152,300,6,2.0529042049711025e-08
20,Eu-154,300,1,8.247913173409387e-09
20,Eu-154,300,2,1.2066565496904957e-08
20,Eu-154,300,3,1.5333139089758897e-08
20,Eu-154,300,4,1.8808502139542693e-08
20,Eu-154,300,5,2.1086849981114253e-08
20,Eu-154,300,6,2.2158963052184583e-08
20,Eu-155,300,1,5.844311993837671e-10
20,Eu-155,300,2,8.90395183551921e-10
20,Eu-155,300,3,1.1523099835381472e-09
20,Eu-155,300,4,1.4285628495189003e-09
20,Eu-155,300,5,1.6054423680777071e-09
20,Eu-155,300,6,1.6921781602518015e-09
20,Cs-137,400,1,2.951367184701547e-09
20,Cs-137,400,2,5.1037482132553564e-09
20,Cs-137,400,3,6.940873526867632e-09
20,Cs-137,400,4,9.148803839440157e-09
20,Cs-137,400,5,1.0639176402071173e-08
20,Cs-137,400,6,1.1428769858670091e-08
20,Cs-134,400,1,7.831799074785852e-09
20,Cs-134,400,2,1.3530943159277249e-08
20,Cs-134,400,3,1.8399596550931682e-08
20,Cs-134,400,4,2.42531347556349e-08
20,Cs-134,400,5,2.8201993093048304e-08
20,Cs-134,400,6,3.0285094250925364e-08
20,Ar-41,400,1,5.576217535055937e-09
20,Ar-41,400,2,9.453011609069503e-09
20,Ar-41,400,3,1.2745891147598493e-08
20,Ar-41,400,4,1.6754919199874683e-08
20,Ar-41,400,5,1.9582788040331768e-08
20,Ar-41,400,6,2.1352475534045665e-08
20,Xe-135,400,1,1.4397563132444994e-09
20,Xe-135,400,2,2.5494249412243602e-09
20,Xe-135,400,3,3.4867197836426437e-09
20,Xe-135,400,4,4.610635982643004e-09
20,Xe-135,400,5,5.385308281104758e-09
20,Xe-135,400,6,5.847169388235002e-09
20,Co-60,400,1,1.104561456928201e-08
20,Co-60,400,2,1.8761840669300952e-08
20,Co-60,400,3,2.533109981380956e-08
20,Co-60,400,4,3.331157592810568e-08
20,Co-60,400,5,3.889074060251408e-08
20,Co-60,400,6,4.2272768136779624e-08
20,I-131,400,1,2.185525362479368e-09
20,I-131,400,2,3.8246082832185795e-09
20,I-131,400,3,5.214876751828141e-09
20,I-131,400,4,6.882910253256209e-09
20,I-131,400,5,8.020276656662051e-09
20,I-131,400,6,8.660641979899135e-09
20,I-132,400,1,1.1110459382973752e-08
20,I-132,400,2,1.9189168912593745e-08
20,I-132,400,3,2.6103793593814493e-08
20,I-132,400,4,3.4384671125268124e-08
20,I-132,400,5,3.996818320430653e-08
20,I-132,400,6,4.280133527304286e-08
20,Kr-87,400,1,3.430489366833116e-09
20,Kr-87,400,2,6.258365398389558e-09
20,Kr-87,400,3,8.626469566971583e-09
20,Kr-87,400,4,1.1445705894051284e-08
20,Kr-87,400,5,1.3157895631283853e-08
20,Kr-87,400,6,1.3603506869125554e-08
20,Kr-88,400,1,7.3563789047212804e-09
20,Kr-88,400,2,1.2423960772240226e-08
20,Kr-88,400,3,1.6711710891878337e-08
20,Kr-88,400,4,2.191939793414972e-08
20,Kr-88,400,5,2.5571707091021447e-08
20,Kr-88,400,6,2.7862547623126303e-08
20,Kr-85,400,1,1.2365189117670439e-11
20,Kr-85,400,2,2.148897794497636e-11
20,Kr-85,400,3,2.9253423886213805e-11
20,Kr-85,400,4,3.857626354765988e-11
20,Kr-85,400,5,4.4893283108727206e-11
20,Kr-85,400,6,4.8322694126304326e-11
20,Sr-85,400,1,2.7999679482929192e-09
20,Sr-85,400,2,4.8659531291602345e-09
20,Sr-85,400,3,6.6241298143146445e-09
20,Sr-85,400,4,8.735188379359522e-09
20,Sr-85,400,5,1.0165610389416669e-08
20,Sr-85,400,6,1.0942162952924692e-08
20,Ru-103,400,1,2.7562605749157503e-09
20,Ru-103,400,2,4.792402030749249e-09
20,Ru-103,400,3,6.524906799975142e-09
20,Ru-103,400,4,8.605076741849426e-09
20,Ru-103,400,5,1.0015111287754578e-08
20,Ru-103,400,6,1.0782305513401853e-08
20,Ru-106,400,1,1.0432942786027195e-09
20,Ru-106,400,2,1.808348492696016e-09
20,Ru-106,400,3,2.460577097603178e-09
20,Ru-106,400,4,3.2442314648521757e-09
20,Ru-106,400,5,3.773977821031399e-09
20,Ru-106,400,6,4.057789174532324e-09
20,Na-22,400,1,1.0701489678856898e-08
20,Na-22,400,2,1.8398855302843063e-08
20,Na-22,400,3,2.4964518886555333e-08
20,Na-22,400,4,3.289024379701878e-08
20,Na-22,400,5,3.8302704989264656e-08
20,Na-22,400,6,4.1311092153734655e-08
20,Eu-152,400,1,5.1669560784226365e-09
20,Eu-152,400,2,9.005104836879557e-09
20,Eu-152,400,3,1.2301969067199485e-08
20,Eu-152,400,4,1.6243958594555973e-08
20,Eu-152,400,5,1.8815427315325247e-08
20,Eu-152,400,6,1.9960133992600083e-08
20,Eu-154,400,1,5.597981584978186e-09
20,Eu-154,400,2,9.636097027440862e-09
20,Eu-154,400,3,1.3089491227242193e-08
20,Eu-154,400,4,1.7257918449324894e-08
20,Eu-154,400,5,2.0093573890992773e-08
20,Eu-154,400,6,2.1642454762388093e-08
20,Eu-155,400,1,3.6229843700502055e-10
20,Eu-155,400,2,6.690820095404685e-10
20,Eu-155,400,3,9.31846544696061e-10
20,Eu-155,400,4,1.2502545935580627e-09
20,Eu-155,400,5,1.4759555373274034e-09
20,Eu-155,400,6,1.6252981532793615e-09
20,Cs-137,500,1,2.0055203112291675e-09
20,Cs-137,500,2,4.0449531465452e-09
20,Cs-137,500,3,5.7863613956793535e-09
20,Cs-137,500,4,8.094731601900042e-09
20,Cs-137,500,5,9.812272148299433e-09
20,Cs-137,500,6,1.0971453918283e-08
20,Cs-134,500,1,5.33034969153581e-09
20,Cs-134,500,2,1.0728478502188036e-08
20,Cs-134,500,3,1.534104873633081e-08
20,Cs-134,500,4,2.146017394795689e-08
20,Cs-134,500,5,2.60124246896224e-08
20,Cs-134,500,6,2.9075363999576008e-08
20,Ar-41,500,1,3.923379022601837e-09
20,Ar-41,500,2,7.729287141694161e-09
20,Ar-41,500,3,1.0994346998425672e-08
20,Ar-41,500,4,1.5351139412886082e-08
20,Ar-41,500,5,1.8587369538106143e-08
20,Ar-41,500,6,2.0709443784150795e-08
20,Xe-135,500,1,9.500826744180215e-10
20,Xe-135,500,2,2.001472947086152e-09
20,Xe-135,500,3,2.897603923371642e-09
20,Xe-135,500,4,4.073509979813791e-09
20,Xe-135,500,5,4.955017357520192e-09
20,Xe-135,500,6,5.595227105681861e-09
20,Co-60,500,1,7.734903590898084e-09
20,Co-60,500,2,1.525387653679317e-08
20,Co-60,500,3,2.1702849456764443e-08
20,Co-60,500,4,3.0305748588268735e-08
20,Co-60,500,5,3.669635401909351e-08
20,Co-60,500,6,4.089091483821124e-08
20,I-131,500,1,1.4622976635481155e-09
20,I-131,500,2,3.0167243012589867e-09
20,I-131,500,3,4.3411135766700016e-09
20,I-131,500,4,6.086179799613994e-09
20,I-131,500,5,7.388860050845955e-09
20,I-131,500,6,8.301278807166197e-09
20,I-132,500,1,7.568109744639117e-09
20,I-132,500,2,1.5179904806365354e-08
20,I-132,500,3,2.1686891180094523e-08
20,I-132,500,4,3.0326191332840645e-08
20,I-132,500,5,3.675139715593709e-08
20,I-132,500,6,4.1056005862923046e-08
20,Kr-87,500,1,2.3951554172519547e-09
20,Kr-87,500,2,4.801296937088401e-09
20,Kr-87,500,3,6.888517744080462e-09
20,Kr-87,500,4,9.677932686816591e-09
20,Kr-87,500,5,1.1706872502346476e-08
20,Kr-87,500,6,1.2874819927642469e-08
20,Kr-88,500,1,5.187567680675458e-09
20,Kr-88,500,2,1.0100036025870702e-08
20,Kr-88,500,3,1.4326669976724293e-08
20,Kr-88,500,4,1.9839648178365767e-08
20,Kr-88,500,5,2.4064514007765864e-08
20,Kr-88,500,6,2.6957569344905947e-08
20,Kr-85,500,1,8.345103104857099e-12
20,Kr-85,500,2,1.6996962720426257e-11
20,Kr-85,500,3,2.4373728415686223e-11
20,Kr-85,500,4,3.4124540468063954e-11
20,Kr-85,500,5,4.1387463696255617e-11
20,Kr-85,500,6,4.6361865354431576e-11
20,Sr-85,500,1,1.8896622278662062e-09
20,Sr-85,500,2,3.8487839952352544e-09
20,Sr-85,500,3,5.5191743747696255e-09
20,Sr-85,500,4,7.727142724212868e-09
20,Sr-85,500,5,9.371754818111885e-09
20,Sr-85,500,6,1.0498154411399778e-08
20,Ru-103,500,1,1.8590575210426038e-09
20,Ru-103,500,2,3.7898311518636324e-09
20,Ru-103,500,3,5.436075552989662e-09
20,Ru-103,500,4,7.611756470680172e-09
20,Ru-103,500,5,9.232548683340816e-09
20,Ru-103,500,6,1.0344144237226861e-08
20,Ru-106,500,1,7.066331958627764e-10
20,Ru-106,500,2,1.431754277395499e-09
20,Ru-106,500,3,2.050568572343447e-09
20,Ru-106,500,4,2.8697887035444642e-09
20,Ru-106,500,5,3.479669221506872e-09
20,Ru-106,500,6,3.894261562150889e-09
20,Na-22,500,1,7.349911843739011e-09
20,Na-22,500,2,1.4713877128226854e-08
20,Na-22,500,3,2.101244859330935e-08
20,Na-22,500,4,2.9378425472712346e-08
20,Na-22,500,5,3.5601080843772355e-08
20,Na-22,500,6,3.9770034853003824e-08
20,Eu-152,500,1,3.5099076899882435e-09
20,Eu-152,500,2,7.0349947805300624e-09
20,Eu-152,500,3,1.005461771289919e-08
20,Eu-152,500,4,1.4067425445218412e-08
20,Eu-152,500,5,1.7055113575250087e-08
20,Eu-152,500,6,1.9066379221593843e-08
20,Eu-154,500,1,3.841238362703701e-09
20,Eu-154,500,2,7.685569883487025e-09
20,Eu-154,500,3,1.0980616748923514e-08
20,Eu-154,500,4,1.536288912605089e-08
20,Eu-154,500,5,1.862511863523532e-08
20,Eu-154,500,6,2.0813737562811772e-08
20,Eu-155,500,1,2.3099576396201208e-10
20,Eu-155,500,2,5.162458864471646e-10
20,Eu-155,500,3,7.664164611725954e-10
20,Eu-155,500,4,1.0975999950741848e-09
20,Eu-155,500,5,1.3502091478455564e-09
20,Eu-155,500,6,1.5471483364220431e-09
20,Cs-137,1000,1,4.2959930776292816e-10
20,Cs-137,1000,2,1.6845792780420055e-09
20,Cs-137,1000,3,2.9098969018691e-09
20,Cs-137,1000,4,4.878865493409092e-09
20,Cs-137,1000,5,6.683872479118298e-09
20,Cs-137,1000,6,8.611769348178295e-09
20,Cs-134,1000,1,1.1512103248526162e-09
20,Cs-134,1000,2,4.48272247385427e-09
20,Cs-134,1000,3,7.725512566762898e-09
20,Cs-134,1000,4,1.2938357575823352e-08
20,Cs-134,1000,5,1.7720470900184526e-08
20,Cs-134,1000,6,2.2828545188460155e-08
20,Ar-41,1000,1,9.149965149866223e-10
20,Ar-41,1000,2,3.337614774588537e-09
20,Ar-41,1000,3,5.622710974497334e-09
20,Ar-41,1000,4,9.300030948852866e-09
20,Ar-41,1000,5,1.2690529505295776e-08
20,Ar-41,1000,6,1.631289676058114e-08
20,Xe-135,1000,1,1.8330452937809487e-10
20,Xe-135,1000,2,7.852797329281955e-10
20,Xe-135,1000,3,1.4125076638334863e-09
20,Xe-135,1000,4,2.428240066773234e-09
20,Xe-135,1000,5,3.354327966896946e-09
20,Xe-135,1000,6,4.348279798479762e-09
20,Co-60,1000,1,1.7964088340374667e-09
20,Co-60,1000,2,6.576026085179691e-09
20,Co-60,1000,3,1.1090962820808821e-08
20,Co-60,1000,4,1.835564606706224e-08
20,Co-60,1000,5,2.5051863925804094e-08
20,Co-60,1000,6,3.220580469819591e-08
20,I-131,1000,1,2.9532843124323425e-10
20,I-131,1000,2,1.2171613456531272e-09
20,I-131,1000,3,2.14840601755793e-09
20,I-131,1000,4,3.648837284574581e-09
20,I-131,1000,5,5.0191912182620674e-09
20,I-131,1000,6,6.485336984797152e-09
20,I-132,1000,1,1.6551359473314811e-09
20,I-132,1000,2,6.376332329984986e-09
20,I-132,1000,3,1.0948569173812206e-08
20,I-132,1000,4,1.829848583381497e-08
20,I-132,1000,5,2.504569895419499e-08
20,I-132,1000,6,3.22528194832397e-08
20,Kr-87,1000,1,5.44916017090241e-10
20,Kr-87,1000,2,2.0029193088646437e-09
20,Kr-87,1000,3,3.3967442585629234e-09
20,Kr-87,1000,4,5.639796208764946e-09
20,Kr-87,1000,5,7.702539371997837e-09
20,Kr-87,1000,6,9.906810474784386e-09
20,Kr-88,1000,1,1.2689977651131121e-09
20,Kr-88,1000,2,4.478894660081142e-09
20,Kr-88,1000,3,7.48328185935165e-09
20,Kr-88,1000,4,1.2321342724260441e-08
20,Kr-88,1000,5,1.678562549913737e-08
20,Kr-88,1000,6,2.1556936334273792e-08
20,Kr-85,1000,1,1.7372522268452816e-12
20,Kr-85,1000,2,6.979075966421321e-12
20,Kr-85,1000,3,1.2173188070243049e-11
20,Kr-85,1000,4,2.052374973718568e-11
20,Kr-85,1000,5,2.816367372424105e-11
20,Kr-85,1000,6,3.6326395511079305e-11
20,Sr-85,1000,1,3.933834212253346e-10
20,Sr-85,1000,2,1.5803399140079384e-09
20,Sr-85,1000,3,2.756491542132025e-09
20,Sr-85,1000,4,4.647387593350895e-09
20,Sr-85,1000,5,6.3773674556046345e-09
20,Sr-85,1000,6,8.225729279642036e-09
20,Ru-103,1000,1,3.86191620270547e-10
20,Ru-103,1000,2,1.5542268706943392e-09
20,Ru-103,1000,3,2.713187371184529e-09
20,Ru-103,1000,4,4.576809268661121e-09
20,Ru-103,1000,5,6.2816975425402875e-09
20,Ru-103,1000,6,8.103424381082789e-09
20,Ru-106,1000,1,1.4957119762274982e-10
20,Ru-106,1000,2,5.924325897363168e-10
20,Ru-106,1000,3,1.0278675998035344e-09
20,Ru-106,1000,4,1.7278750136707214e-09
20,Ru-106,1000,5,2.36904569044576e-09
20,Ru-106,1000,6,3.0540225652518222e-09
20,Na-22,1000,1,1.626132340257942e-09
20,Na-22,1000,2,6.202036620420869e-09
20,Na-22,1000,3,1.0623189238631589e-08
20,Na-22,1000,4,1.773474673934874e-08
20,Na-22,1000,5,2.4266846105132785e-08
20,Na-22,1000,6,3.124584089757027e-08
20,Eu-152,1000,1,7.79544892365701e-10
20,Eu-152,1000,2,2.963105968439349e-09
20,Eu-152,1000,3,5.0768336108609845e-09
20,Eu-152,1000,4,8.483654230634519e-09
20,Eu-152,1000,5,1.161571334583923e-08
20,Eu-152,1000,6,1.496572533208844e-08
20,Eu-154,1000,1,8.567962695282999e-10
20,Eu-154,1000,2,3.24523618030569e-09
20,Eu-154,1000,3,5.550676463626789e-09
20,Eu-154,1000,4,9.266929185928497e-09
20,Eu-154,1000,5,1.2685497047671486e-08
20,Eu-154,1000,6,1.6341991454234844e-08
20,Eu-155,1000,1,4.113004457731404e-11
20,Eu-155,1000,2,1.885979917877456e-10
20,Eu-155,1000,3,3.5525324178883354e-10
20,Eu-155,1000,4,6.355799901390495e-10
20,Eu-155,1000,5,8.949315255222865e-10
20,Eu-155,1000,6,1.1783593522534251e-09
20,Cs-137,1250,1,2.3132853983381975e-10
20,Cs-137,1250,2,1.213650874405805e-09
20,Cs-137,1250,3,2.2476483553785518e-09
20,Cs-137,1250,4,4.019247842801411e-09
20,Cs-137,1250,5,5.683243573610117e-09
20,Cs-137,1250,6,7.636352865700484e-09
20,Cs-134,1250,1,6.213788351120393e-10
20,Cs-134,1250,2,3.2351778474283527e-09
20,Cs-134,1250,3,5.9730343012857134e-09
20,Cs-134,1250,4,1.06623346547414e-08
20,Cs-134,1250,5,1.5069269660693376e-08
20,Cs-134,1250,6,2.024408641451625e-08
20,Ar-41,1250,1,5.04945848320928e-10
20,Ar-41,1250,2,2.448458363855242e-09
20,Ar-41,1250,3,4.3893220522609705e-09
20,Ar-41,1250,4,7.693623830730503e-09
20,Ar-41,1250,5,1.081006880173306e-08
20,Ar-41,1250,6,1.4480216688876911e-08
20,Xe-135,1250,1,9.654597058255472e-11
20,Xe-135,1250,2,5.51629797218267e-10
20,Xe-135,1250,3,1.0724161324612462e-09
20,Xe-135,1250,4,1.9850207345315564e-09
20,Xe-135,1250,5,2.841130253921201e-09
20,Xe-135,1250,6,3.845064814407866e-09
20,Co-60,1250,1,9.900178491088252e-10
20,Co-60,1250,2,4.819998945076658e-09
20,Co-60,1250,3,8.653883167322561e-09
20,Co-60,1250,4,1.5182223855133955e-08
20,Co-60,1250,5,2.1338043236101665e-08
20,Co-60,1250,6,2.8586370958607483e-08
20,I-131,1250,1,1.5697670982855618e-10
20,I-131,1250,2,8.648026705150955e-10
20,I-131,1250,3,1.644305917289535e-09
20,I-131,1250,4,2.994017072477965e-09
20,I-131,1250,5,4.259742243869778e-09
20,I-131,1250,6,5.7433800314483945e-09
20,I-132,1250,1,8.967182834385831e-10
20,I-132,1250,2,4.613996374918657e-09
20,I-132,1250,3,8.478155154227257e-09
20,I-132,1250,4,1.5089176665188043e-08
20,I-132,1250,5,2.1304851421065392e-08
20,I-132,1250,6,2.860638574142672e-08
20,Kr-87,1250,1,3.0195696225110127e-10
20,Kr-87,1250,2,1.464338429920717e-09
20,Kr-87,1250,3,2.6441433309814557e-09
20,Kr-87,1250,4,4.660229973687268e-09
20,Kr-87,1250,5,6.5588403463184314e-09
20,Kr-87,1250,6,8.791687532338426e-09
20,Kr-88,1250,1,7.123846626022422e-10
20,Kr-88,1250,2,3.30920221436701e-09
20,Kr-88,1250,3,5.862534575385199e-09
20,Kr-88,1250,4,1.0207776519953875e-08
20,Kr-88,1250,5,1.430971188174427e-08
20,Kr-88,1250,6,1.9143225866152053e-08
20,Kr-85,1250,1,9.29185590872101e-13
20,Kr-85,1250,2,4.99541114301181e-12
20,Kr-85,1250,3,9.364166687831362e-12
20,Kr-85,1250,4,1.6878762419516018e-11
20,Kr-85,1250,5,2.3929117118120483e-11
20,Kr-85,1250,6,3.219634160870694e-11
20,Sr-85,1250,1,2.1040487549793928e-10
20,Sr-85,1250,2,1.1311598569615647e-09
20,Sr-85,1250,3,2.1204184508912515e-09
20,Sr-85,1250,4,3.8220188978402675e-09
20,Sr-85,1250,5,5.418496958096146e-09
20,Sr-85,1250,6,7.290522355796863e-09
20,Ru-103,1250,1,2.064663592749752e-10
20,Ru-103,1250,2,1.1118988575644564e-09
20,Ru-103,1250,3,2.086369350501958e-09
20,Ru-103,1250,4,3.763348740669943e-09
20,Ru-103,1250,5,5.3367404219701214e-09
20,Ru-103,1250,6,7.1816810115959e-09
20,Ru-106,1250,1,8.034199821330793e-11
20,Ru-106,1250,2,4.2561067938451685e-10
20,Ru-106,1250,3,7.924540926129751e-10
20,Ru-106,1250,4,1.422288310740959e-09
20,Ru-106,1250,5,2.0136300387795206e-09
20,Ru-106,1250,6,2.7074518029869355e-09
20,Na-22,1250,1,8.848940417534993e-10
20,Na-22,1250,2,4.497390717543537e-09
20,Na-22,1250,3,8.234546939434132e-09
20,Na-22,1250,4,1.4629322347373348e-08
20,Na-22,1250,5,2.0645118497812693e-08
20,Na-22,1250,6,2.7714807792943883e-08
20,Eu-152,1250,1,4.249302794954844e-10
20,Eu-152,1250,2,2.1497128705373806e-09
20,Eu-152,1250,3,3.934535208966988e-09
20,Eu-152,1250,4,6.995819189877634e-09
20,Eu-152,1250,5,9.878934225323884e-09
20,Eu-152,1250,6,1.3270467384524825e-08
20,Eu-154,1250,1,4.673134687069071e-10
20,Eu-154,1250,2,2.356934243538518e-09
20,Eu-154,1250,3,4.304892878272059e-09
20,Eu-154,1250,4,7.643845327386818e-09
20,Eu-154,1250,5,1.078973191789001e-08
20,Eu-154,1250,6,1.4491600227317572e-08
20,Eu-155,1250,1,2.138455321228869e-11
20,Eu-155,1250,2,1.2949525469290126e-10
20,Eu-155,1250,3,2.6429158277168085e-10
20,Eu-155,1250,4,5.129788326806753e-10
20,Eu-155,1250,5,7.50915532586185e-10
20,Eu-155,1250,6,1.0343591442045643e-09
20,Cs-137,1600,1,1.1325447621406707e-10
20,Cs-137,1600,2,8.250419807727924e-10
20,Cs-137,1600,3,1.654487576210712e-09
20,Cs-137,1600,4,3.1988353095546833e-09
20,Cs-137,1600,5,4.673754428365487e-09
20,Cs-137,1600,6,6.549761865201034e-09
20,Cs-134,1600,1,3.0468519070922387e-10
20,Cs-134,1600,2,2.2038729096944024e-09
20,Cs-134,1600,3,4.402710487305171e-09
20,Cs-134,1600,4,8.490659976123833e-09
20,Cs-134,1600,5,1.2395654044351192e-08
20,Cs-134,1600,6,1.7364985418325325e-08
20,Ar-41,1600,1,2.512212387503378e-10
20,Ar-41,1600,2,1.7011356649843435e-09
20,Ar-41,1600,3,3.278540816012587e-09
20,Ar-41,1600,4,6.163016708654898e-09
20,Ar-41,1600,5,8.919065823768125e-09
20,Ar-41,1600,6,1.2437603352887877e-08
20,Xe-135,1600,1,4.6661907266622166e-11
20,Xe-135,1600,2,3.647577498130953e-10
20,Xe-135,1600,3,7.721898975062535e-10
20,Xe-135,1600,4,1.5625096197575802e-09
20,Xe-135,1600,5,2.3216560705931167e-09
20,Xe-135,1600,6,3.2866329286914403e-09
20,Co-60,1600,1,4.92110314545292e-10
20,Co-60,1600,2,3.345289756624977e-09
20,Co-60,1600,3,6.459490495932311e-09
20,Co-60,1600,4,1.2158230125222784e-08
20,Co-60,1600,5,1.760284264211761e-08
20,Co-60,1600,6,2.455239056760156e-08
20,I-131,1600,1,7.626673831627853e-11
20,I-131,1600,2,5.788699377600116e-10
20,I-131,1600,3,1.196024322991752e-09
20,I-131,1600,4,2.3691015045583195e-09
20,I-131,1600,5,3.491847086385317e-09
20,I-131,1600,6,4.918144618676515e-09
20,I-132,1600,1,4.4079782031961264e-10
20,I-132,1600,2,3.153297168752799e-09
20,I-132,1600,3,6.26262461450048e-09
20,I-132,1600,4,1.2027456502505142e-08
20,I-132,1600,5,1.7533838678891393e-08
20,I-132,1600,6,2.454387369013704e-08
20,Kr-87,1600,1,1.510608320691168e-10
20,Kr-87,1600,2,1.0147091370658607e-09
20,Kr-87,1600,3,1.96838163777678e-09
20,Kr-87,1600,4,3.726485518248576e-09
20,Kr-87,1600,5,5.406884540583651e-09
20,Kr-87,1600,6,7.549306266013445e-09
20,Kr-88,1600,1,3.593166842794201e-10
20,Kr-88,1600,2,2.3216850923638993e-09
20,Kr-88,1600,3,4.402264318622899e-09
20,Kr-88,1600,4,8.194954012926444e-09
20,Kr-88,1600,5,1.1820666393972345e-08
20,Kr-88,1600,6,1.6453221882762103e-08
20,Kr-85,1600,1,4.530559966025453e-13
20,Kr-85,1600,2,3.370692296177689e-12
20,Kr-85,1600,3,6.855397301337818e-12
20,Kr-85,1600,4,1.339918586164065e-11
